beta,effective_liability,unsafe
0.002,2.8984511376701696,0.34759862107883277
0.002,3.196076170134371,0.32375610148152223
0.002,3.524262580293734,0.2987154278377362
0.002,3.8861485376728284,0.27267371749420866
0.002,4.285194452110869,0.24589064680120826
0.002,4.725216062739121,0.2186854336167341
0.002,5.210420924672218,0.1914284792809282
0.002,5.745448642304964,0.1645288849891659
0.002,6.335415233931533,0.1384208686030376
0.002,6.985962051908501,0.11355305538913299
0.002,7.703309726144006,0.09038281112937323
0.002,8.494317646728895,0.06937141608029397
0.002,9.366549554492254,0.05096591821983928
0.002,10.328345866668178,0.035547915804622895
0.002,11.388903429263332,0.023342910318757504
0.002,12.55836345872954,0.014321607761450167
0.002,13.84790851385372,0.008158420645058676
0.002,15.269869425125075,0.004294271299704165
0.002,16.837843204055186,0.0020801210178226777
0.002,18.566823059917873,0.0009234504750926405
0.002,20.47334176714956,0.00037383794059916807
0.002,22.57562975431104,0.00013712197477128575
0.002,24.893789426282446,4.520678132139115e-05
0.002,27.44998738658677,1.3268041367745965e-05
0.002,30.2686663979024,3.4284611957279535e-06
0.002,33.37677910756329,7.171120767479007e-07
0.002,36.80404577296719,1.3736725025923342e-07
0.002,40.58323845130163,2.885076402507525e-17
0.002,44.75049437105472,2.672806171810313e-17
0.002,49.34566148181721,2.483732733638568e-17
0.002,54.41267948657774,2.3152517685728515e-17
0.002,60.0,2.165125452229207e-17
0.002414443046857619,0.01,0.6403975523970635
0.002414443046857619,0.01102684164171709,0.6402868293434886
0.002414443046857619,0.012159123659150603,0.6401647253376442
0.002414443046857619,0.013407673109150935,0.6400300692839151
0.002414443046857619,0.014784428815851597,0.6398815693110173
0.002414443046857619,0.016302555531563446,0.6397178002596928
0.002414443046857619,0.017976569820184907,0.639537189862504
0.002414443046857619,0.019822478866844965,0.6393380034767041
0.002414443046857619,0.021857933541098305,0.6391183272159805
0.002414443046857619,0.024102397177286745,0.6388760493099078
0.002414443046857619,0.02657733168597099,0.6386088395011085
0.002414443046857619,0.0293064027760592,0.6383141262690855
0.002414443046857619,0.032315706249998286,0.6379890716462602
0.002414443046857619,0.035634017535897816,0.637630543365653
0.002414443046857619,0.03929306684265152,0.6372350840505301
0.002414443046857619,0.04332784256913226,0.6367988771239447
0.002414443046857619,0.04777692586870702,0.6363177090800519
0.002414443046857619,0.05268285956822887,0.6357869277190329
0.002414443046857619,0.058092554969168,0.6352013959029958
0.002414443046857619,0.06405774042077604,0.6345554403411183
0.002414443046857619,0.07063545595461176,0.6338427948581155
0.002414443046857619,0.0778885987101986,0.6330565375407037
0.002414443046857619,0.08588652436726103,0.6321890210919919
0.002414443046857619,0.09470571033552629,0.6312317956538266
0.002414443046857619,0.10443048704361778,0.6301755232824073
0.002414443046857619,0.11515384431973616,0.6290098831842397
0.002414443046857619,0.12697832057486735,0.6277234667390228
0.002414443046857619,0.1400169832910249,0.6263036612566896
0.002414443046857619,0.15439451019010794,0.624736521341466
0.002414443046857619,0.17024838142167958,0.6230066266731968
0.002414443046857619,0.18773019416955106,0.6210969249748624
0.002414443046857619,0.20700711224764404,0.6189885589287072
0.002414443046857619,0.22826346454639249,0.6166606758513059
0.002414443046857619,0.2517025076142773,0.6140902190673837
0.002414443046857619,0.27754836922857257,0.6112517001712165
0.002414443046857619,0.30604819154002944,0.6081169517851142
0.002414443046857619,0.33747449428458043,0.6046548610879265
0.002414443046857619,0.3721277806594627,0.6008310853889914
0.002414443046857619,0.4103394107815527,0.5966077524928215
0.002414443046857619,0.452474770204368,0.5919431507070614
0.002414443046857619,0.4989367637915896,0.5867914163115189
0.002414443046857619,0.5501696683560663,0.5811022304116672
0.002414443046857619,0.6066633809038353,0.5748205426968898
0.002414443046857619,0.6689581031055287,0.5678863471343931
0.002414443046857619,0.7376495067888118,0.5602345445360691
0.002414443046857619,0.8133944298450944,0.5517949397427299
0.002414443046857619,0.8969171570156615,0.5424924373238916
0.002414443046857619,0.9890163456150802,0.532247519422588
0.002414443046857619,1.0905726624167222,0.5209771124270904
0.002414443046857619,1.202557204725499,0.5085959743420211
0.002414443046857619,1.326040786161403,0.4950187592871437
0.002414443046857619,1.4622041759459834,0.4801629341925062
0.002414443046857619,1.6123493896013783,0.4639527265640171
0.002414443046857619,1.7779121390253618,0.44632425748444504
0.002414443046857619,1.9604755609919151,0.4272319417995248
0.002414443046857619,2.1617853553514332,0.40665609453305157
0.002414443046857619,2.383766477684335,0.3846114461934187
0.002414443046857619,2.6285415460258905,0.36115592782362177
0.002414443046857619,2.8984511376701696,0.336398656646595
0.002414443046857619,3.196076170134371,0.3105056074195829
0.002414443046857619,3.524262580293734,0.28370114839191546
0.002414443046857619,3.8861485376728284,0.25626370570733736
0.002414443046857619,4.285194452110869,0.2285146179067658
0.002414443046857619,4.725216062739121,0.20080104738432028
0.002414443046857619,5.210420924672218,0.17347669938957977
0.002414443046857619,5.745448642304964,0.14688758295939663
0.002414443046857619,6.335415233931533,0.1213725853109772
0.002414443046857619,6.985962051908501,0.0972868807802055
0.002414443046857619,7.703309726144006,0.07504479901083436
0.002414443046857619,8.494317646728895,0.055153844789014514
0.002414443046857619,9.366549554492254,0.03818332656452555
0.002414443046857619,10.328345866668178,0.02461898196839502
0.002414443046857619,11.388903429263332,0.014641118606950682
0.002414443046857619,12.55836345872954,0.007977273838443733
0.002414443046857619,13.84790851385372,0.003966154017213219
0.002414443046857619,15.269869425125075,0.001794652826505166
0.002414443046857619,16.837843204055186,0.0007369098242847135
0.002414443046857619,18.566823059917873,0.00027335551720689306
0.002414443046857619,20.47334176714956,9.100714000984914e-05
0.002414443046857619,22.57562975431104,2.6958878799194993e-05
0.002414443046857619,24.893789426282446,7.031173611490759e-06
0.002414443046857619,27.44998738658677,1.532361066340235e-06
0.002414443046857619,30.2686663979024,2.972522300009083e-07
0.002414443046857619,33.37677910756329,2.9201691807962646e-17
0.002414443046857619,36.80404577296719,2.7021991628700765e-17
0.002414443046857619,40.58323845130163,2.508455530766814e-17
0.002414443046857619,44.75049437105472,2.3361197352125354e-17
0.002414443046857619,49.34566148181721,2.1827910075022286e-17
0.002414443046857619,54.41267948657774,2.0464062734689342e-17
0.002414443046857619,60.0,1.9251799052467792e-17
0.002914767613259548,0.01,0.6641231341500157
0.002914767613259548,0.01102684164171709,0.6639957897437314
0.002914767613259548,0.012159123659150603,0.6638553507862284
0.002914767613259548,0.013407673109150935,0.6637004687557647
0.002914767613259548,0.014784428815851597,0.6635296558235685
0.002914767613259548,0.016302555531563446,0.6633412703726136
0.002914767613259548,0.017976569820184907,0.6631335009925332
0.002914767613259548,0.019822478866844965,0.6629043487866875
0.002914767613259548,0.021857933541098305,0.662651607809075
0.002914767613259548,0.024102397177286745,0.6623728434283039
0.002914767613259548,0.02657733168597099,0.662065368392999
0.002914767613259548,0.0293064027760592,0.6617262163474096
0.002914767613259548,0.032315706249998286,0.6613521125174472
0.002914767613259548,0.035634017535897816,0.6609394412553988
0.002914767613259548,0.03929306684265152,0.6604842100958642
0.002914767613259548,0.04332784256913226,0.6599820099356227
0.002914767613259548,0.04777692586870702,0.6594279709056752
0.002914767613259548,0.05268285956822887,0.6588167134542787
0.002914767613259548,0.058092554969168,0.6581422941048662
0.002914767613259548,0.06405774042077604,0.657398145292119
0.002914767613259548,0.07063545595461176,0.6565770086126133
0.002914767613259548,0.0778885987101986,0.6556708607535594
0.002914767613259548,0.08588652436726103,0.654670831284132
0.002914767613259548,0.09470571033552629,0.6535671114094235
0.002914767613259548,0.10443048704361778,0.6523488526982962
0.002914767613259548,0.11515384431973616,0.6510040547055608
0.002914767613259548,0.12697832057486735,0.6495194403192217
0.002914767613259548,0.1400169832910249,0.6478803175806006
0.002914767613259548,0.15439451019010794,0.6460704266567454
0.002914767613259548,0.17024838142167958,0.6440717706026856
0.002914767613259548,0.18773019416955106,0.6418644285526502
0.002914767613259548,0.20700711224764404,0.6394263500487772
0.002914767613259548,0.22826346454639249,0.6367331293871192
0.002914767613259548,0.2517025076142773,0.6337577591818464
0.002914767613259548,0.27754836922857257,0.6304703628849139
0.002914767613259548,0.30604819154002944,0.6268379068405902
0.002914767613259548,0.33747449428458043,0.622823893723633
0.002914767613259548,0.3721277806594627,0.6183880410699264
0.002914767613259548,0.4103394107815527,0.6134859512743506
0.002914767613259548,0.452474770204368,0.608068783182312
0.002914767613259548,0.4989367637915896,0.6020829405939789
0.002914767613259548,0.5501696683560663,0.5954698000728282
0.002914767613259548,0.6066633809038353,0.5881655099214533
0.002914767613259548,0.6689581031055287,0.5801009046336691
0.002914767613259548,0.7376495067888118,0.5712015951208805
0.002914767613259548,0.8133944298450944,0.5613883149712086
0.002914767613259548,0.8969171570156615,0.5505776269767928
0.002914767613259548,0.9890163456150802,0.5386831214060798
0.002914767613259548,1.0905726624167222,0.5256172658016197
0.002914767613259548,1.202557204725499,0.5112940908432481
0.002914767613259548,1.326040786161403,0.4956329097514116
0.002914767613259548,1.4622041759459834,0.47856325641338743
0.002914767613259548,1.6123493896013783,0.4600311701785374
0.002914767613259548,1.7779121390253618,0.4400068270863579
0.002914767613259548,1.9604755609919151,0.4184932888608626
0.002914767613259548,2.1617853553514332,0.395535788172648
0.002914767613259548,2.383766477684335,0.37123048902909145
0.002914767613259548,2.6285415460258905,0.3457310998181411
0.002914767613259548,2.8984511376701696,0.3192511970704239
0.002914767613259548,3.196076170134371,0.2920598656472172
0.002914767613259548,3.524262580293734,0.2644685961773297
0.002914767613259548,3.8861485376728284,0.23680866126013406
0.002914767613259548,4.285194452110869,0.20940070860231516
0.002914767613259548,4.725216062739121,0.1825221760256472
0.002914767613259548,5.210420924672218,0.15638321419617324
0.002914767613259548,5.745448642304964,0.13112747226944924
0.002914767613259548,6.335415233931533,0.10687794915553213
0.002914767613259548,6.985962051908501,0.08384205846688408
0.002914767613259548,7.703309726144006,0.06245572990719034
0.002914767613259548,8.494317646728895,0.04346836062578639
0.002914767613259548,9.366549554492254,0.027801272431737273
0.002914767613259548,10.328345866668178,0.016121962954882867
0.002914767613259548,11.388903429263332,0.00841171239457834
0.002914767613259548,12.55836345872954,0.0039394932513686165
0.002914767613259548,13.84790851385372,0.0016562507404551594
0.002914767613259548,15.269869425125075,0.0006246555073924984
0.002914767613259548,16.837843204055186,0.00021062741122692644
0.002914767613259548,18.566823059917873,6.308393780681481e-05
0.002914767613259548,20.47334176714956,1.6626833554718765e-05
0.002914767613259548,22.57562975431104,3.7375794485775392e-06
0.002914767613259548,24.893789426282446,7.343373020096602e-07
0.002914767613259548,27.44998738658677,1.2190761919482274e-07
0.002914767613259548,30.2686663979024,2.7357392335923252e-17
0.002914767613259548,33.37677910756329,2.5364341590149968e-17
0.002914767613259548,36.80404577296719,2.3595506014266717e-17
0.002914767613259548,40.58323845130163,2.2024770769074514e-17
0.002914767613259548,44.75049437105472,2.0629896833286507e-17
0.002914767613259548,49.34566148181721,1.939178251665854e-17
0.002914767613259548,54.41267948657774,1.8293901636020148e-17
0.002914767613259548,60.0,1.732186260944624e-17
0.0035187701985201427,0.01,0.6857064116223812
0.0035187701985201427,0.01102684164171709,0.6855591959592272
0.0035187701985201427,0.012159123659150603,0.6853968343457785
0.0035187701985201427,0.013407673109150935,0.6852177652726781
0.0035187701985201427,0.014784428815851597,0.6850202655543081
0.0035187701985201427,0.016302555531563446,0.684802433445205
0.0035187701985201427,0.017976569820184907,0.6845621699640003
0.0035187701985201427,0.019822478866844965,0.6842971582288078
0.0035187701985201427,0.021857933541098305,0.6840048405855594
0.0035187701985201427,0.024102397177286745,0.6836823932855449
0.0035187701985201427,0.02657733168597099,0.6833266984401608
0.0035187701985201427,0.0293064027760592,0.68293431294914
0.0035187701985201427,0.032315706249998286,0.6825014340629226
0.0035187701985201427,0.035634017535897816,0.6820238611999443
0.0035187701985201427,0.03929306684265152,0.6814969535948174
0.0035187701985201427,0.04332784256913226,0.6809155833033567
0.0035187701985201427,0.04777692586870702,0.6802740830343983
0.0035187701985201427,0.05268285956822887,0.6795661882160815
0.0035187701985201427,0.058092554969168,0.6787849726350325
0.0035187701985201427,0.06405774042077604,0.6779227769105423
0.0035187701985201427,0.07063545595461176,0.6769711289820385
0.0035187701985201427,0.0778885987101986,0.6759206556972492
0.0035187701985201427,0.08588652436726103,0.674760984490939
0.0035187701985201427,0.09470571033552629,0.6734806340415724
0.0035187701985201427,0.10443048704361778,0.6720668926881905
0.0035187701985201427,0.11515384431973616,0.6705056832864887
0.0035187701985201427,0.12697832057486735,0.668781413088189
0.0035187701985201427,0.1400169832910249,0.6668768071513496
0.0035187701985201427,0.15439451019010794,0.6647727237460761
0.0035187701985201427,0.17024838142167958,0.6624479502318504
0.0035187701985201427,0.18773019416955106,0.6598789779801547
0.0035187701985201427,0.20700711224764404,0.6570397551430153
0.0035187701985201427,0.22826346454639249,0.6539014164857344
0.0035187701985201427,0.2517025076142773,0.6504319901952187
0.0035187701985201427,0.27754836922857257,0.6465960826605371
0.0035187701985201427,0.30604819154002944,0.6423545438576244
0.0035187701985201427,0.33747449428458043,0.6376641183677098
0.0035187701985201427,0.3721277806594627,0.6324770904991078
0.0035187701985201427,0.4103394107815527,0.6267409368284655
0.0035187701985201427,0.452474770204368,0.6203980061905598
0.0035187701985201427,0.4989367637915896,0.6133852562896284
0.0035187701985201427,0.5501696683560663,0.6056340883370052
0.0035187701985201427,0.6066633809038353,0.597070337146643
0.0035187701985201427,0.6689581031055287,0.5876144945931927
0.0035187701985201427,0.7376495067888118,0.5771822696423596
0.0035187701985201427,0.8133944298450944,0.5656856180437514
0.0035187701985201427,0.8969171570156615,0.5530344077078048
0.0035187701985201427,0.9890163456150802,0.5391389180165927
0.0035187701985201427,1.0905726624167222,0.5239133954998836
0.0035187701985201427,1.202557204725499,0.5072808918062215
0.0035187701985201427,1.326040786161403,0.4891795730580963
0.0035187701985201427,1.4622041759459834,0.4695705849145689
0.0035187701985201427,1.6123493896013783,0.44844735101840505
0.0035187701985201427,1.7779121390253618,0.42584584031859546
0.0035187701985201427,1.9604755609919151,0.40185484265473076
0.0035187701985201427,2.1617853553514332,0.37662466424572255
0.0035187701985201427,2.383766477684335,0.35037199126156526
0.0035187701985201427,2.6285415460258905,0.32337816776310846
0.0035187701985201427,2.8984511376701696,0.2959780891838736
0.0035187701985201427,3.196076170134371,0.2685376514710144
0.0035187701985201427,3.524262580293734,0.2414194418024594
0.0035187701985201427,3.8861485376728284,0.21493908292118563
0.0035187701985201427,4.285194452110869,0.18931809006571265
0.0035187701985201427,4.725216062739121,0.1646431889191369
0.0035187701985201427,5.210420924672218,0.14084776556529258
0.0035187701985201427,5.745448642304964,0.11774109034805517
0.0035187701985201427,6.335415233931533,0.09512588167015637
0.0035187701985201427,6.985962051908501,0.07304612051926626
0.0035187701985201427,7.703309726144006,0.05212412003249635
0.0035187701985201427,8.494317646728895,0.033700207234052884
0.0035187701985201427,9.366549554492254,0.01932281536588485
0.0035187701985201427,10.328345866668178,0.009717716655007258
0.0035187701985201427,11.388903429263332,0.004286315108415783
0.0035187701985201427,12.55836345872954,0.0016665506985921238
0.0035187701985201427,13.84790851385372,0.0005731937571571425
0.0035187701985201427,15.269869425125075,0.00017418215099464682
0.0035187701985201427,16.837843204055186,4.648033891541091e-05
0.0035187701985201427,18.566823059917873,1.0784057306882683e-05
0.0035187701985201427,20.47334176714956,2.128811756096484e-06
0.0035187701985201427,22.57562975431104,3.5837021408755317e-07
0.0035187701985201427,24.893789426282446,2.774606024496357e-17
0.0035187701985201427,27.44998738658677,2.568567735329094e-17
0.0035187701985201427,30.2686663979024,2.3862342458903405e-17
0.0035187701985201427,33.37677910756329,2.2247152600497227e-17
0.0035187701985201427,36.80404577296719,2.081577618885736e-17
0.0035187701985201427,40.58323845130163,1.9547511836251935e-17
0.0035187701985201427,44.75049437105472,1.842459438916004e-17
0.0035187701985201427,49.34566148181721,1.7431663056030936e-17
0.0035187701985201427,54.41267948657774,1.6555342239250103e-17
0.0035187701985201427,60.0,1.5783903850954296e-17
0.0042479351196533805,0.01,0.7061943795841523
0.0042479351196533805,0.01102684164171709,0.7060235543514997
0.0042479351196533805,0.012159123659150603,0.7058351409697968
0.0042479351196533805,0.013407673109150935,0.7056273233271118
0.0042479351196533805,0.014784428815851597,0.7053980966757928
0.0042479351196533805,0.016302555531563446,0.7051452478080903
0.0042479351196533805,0.017976569820184907,0.7048663331013176
0.0042479351196533805,0.019822478866844965,0.7045586541944735
0.0042479351196533805,0.021857933541098305,0.7042192310300271
0.0042479351196533805,0.024102397177286745,0.7038447719627384
0.0042479351196533805,0.02657733168597099,0.7034316406015805
0.0042479351196533805,0.0293064027760592,0.7029758190104235
0.0042479351196533805,0.032315706249998286,0.7024728668476209
0.0042479351196533805,0.035634017535897816,0.7019178759733709
0.0042479351196533805,0.03929306684265152,0.7013054199960741
0.0042479351196533805,0.04332784256913226,0.7006294981641606
0.0042479351196533805,0.04777692586870702,0.6998834729373742
0.0042479351196533805,0.05268285956822887,0.6990600004905925
0.0042479351196533805,0.058092554969168,0.6981509533135304
0.0042479351196533805,0.06405774042077604,0.6971473339707066
0.0042479351196533805,0.07063545595461176,0.6960391789780587
0.0042479351196533805,0.0778885987101986,0.6948154516362367
0.0042479351196533805,0.08588652436726103,0.6934639225375363
0.0042479351196533805,0.09470571033552629,0.6919710363367662
0.0042479351196533805,0.10443048704361778,0.6903217632511537
0.0042479351196533805,0.11515384431973616,0.6884994336389216
0.0042479351196533805,0.12697832057486735,0.6864855539128646
0.0042479351196533805,0.1400169832910249,0.6842596019927671
0.0042479351196533805,0.15439451019010794,0.6817988005161917
0.0042479351196533805,0.17024838142167958,0.6790778661504094
0.0042479351196533805,0.18773019416955106,0.6760687336352882
0.0042479351196533805,0.20700711224764404,0.672740253716928
0.0042479351196533805,0.22826346454639249,0.6690578650153186
0.0042479351196533805,0.2517025076142773,0.6649832412587845
0.0042479351196533805,0.27754836922857257,0.6604739174214062
0.0042479351196533805,0.30604819154002944,0.6554829013973578
0.0042479351196533805,0.33747449428458043,0.6499582823091198
0.0042479351196533805,0.3721277806594627,0.6438428528572588
0.0042479351196533805,0.4103394107815527,0.6370737718869008
0.0042479351196533805,0.452474770204368,0.6295823053120696
0.0042479351196533805,0.4989367637915896,0.6212936995551731
0.0042479351196533805,0.5501696683560663,0.6121272626120772
0.0042479351196533805,0.6066633809038353,0.6019967544948474
0.0042479351196533805,0.6689581031055287,0.5908112214175765
0.0042479351196533805,0.7376495067888118,0.5784764459071378
0.0042479351196533805,0.8133944298450944,0.564897225267447
0.0042479351196533805,0.8969171570156615,0.5499807273024728
0.0042479351196533805,0.9890163456150802,0.5336411933534659
0.0042479351196533805,1.0905726624167222,0.5158062453903967
0.0042479351196533805,1.202557204725499,0.496424977573989
0.0042479351196533805,1.326040786161403,0.47547783559925566
0.0042479351196533805,1.4622041759459834,0.4529879672202814
0.0042479351196533805,1.6123493896013783,0.4290332320859473
0.0042479351196533805,1.7779121390253618,0.4037573913809463
0.0042479351196533805,1.9604755609919151,0.37737823417417465
0.0042479351196533805,2.1617853553514332,0.3501897259556992
0.0042479351196533805,2.383766477684335,0.3225549955588398
0.0042479351196533805,2.6285415460258905,0.2948874797820645
0.0042479351196533805,2.8984511376701696,0.2676190839491973
0.0042479351196533805,3.196076170134371,0.24115670129417663
0.0042479351196533805,3.524262580293734,0.2158312319583126
0.0042479351196533805,3.8861485376728284,0.1918452884262311
0.0042479351196533805,4.285194452110869,0.16922623172542653
0.0042479351196533805,4.725216062739121,0.1477908587393828
0.0042479351196533805,5.210420924672218,0.1271318759837487
0.0042479351196533805,5.745448642304964,0.10665679765572482
0.0042479351196533805,6.335415233931533,0.08576489938358128
0.0042479351196533805,6.985962051908501,0.06431098799071104
0.0042479351196533805,7.703309726144006,0.043337085348983284
0.0042479351196533805,8.494317646728895,0.025277169999085608
0.0042479351196533805,9.366549554492254,0.012478250154228992
0.0042479351196533805,10.328345866668178,0.00521550200093108
0.0042479351196533805,11.388903429263332,0.001870736847128471
0.0042479351196533805,12.55836345872954,0.0005826868958082499
0.0042479351196533805,13.84790851385372,0.0001581173368041758
0.0042479351196533805,15.269869425125075,3.719914616013788e-05
0.0042479351196533805,16.837843204055186,7.485324047611789e-06
0.0042479351196533805,18.566823059917873,1.2782484209580328e-06
0.0042479351196533805,20.47334176714956,1.8170609818320654e-07
0.0042479351196533805,22.57562975431104,2.6060674647378134e-17
0.0042479351196533805,24.893789426282446,2.4170908015245628e-17
0.0042479351196533805,27.44998738658677,2.2502088650920006e-17
0.0042479351196533805,30.2686663979024,2.1027097452221408e-17
0.0042479351196533805,33.37677910756329,1.9723136855393604e-17
0.0042479351196533805,36.80404577296719,1.857083907079019e-17
0.0042479351196533805,40.58323845130163,1.755360304716942e-17
0.0042479351196533805,44.75049437105472,1.6657084199761484e-17
0.0042479351196533805,49.34566148181721,1.5868791522389275e-17
0.0042479351196533805,54.41267948657774,1.5177762958794458e-17
0.0042479351196533805,60.0,1.457429966847895e-17
0.005128198706574696,0.01,0.7267865734314413
0.005128198706574696,0.01102684164171709,0.7265883847670944
0.005128198706574696,0.012159123659150603,0.726369769008408
0.005128198706574696,0.013407673109150935,0.7261286122796485
0.005128198706574696,0.014784428815851597,0.7258625801602061
0.005128198706574696,0.016302555531563446,0.7255690943011611
0.005128198706574696,0.017976569820184907,0.7252453064868263
0.005128198706574696,0.019822478866844965,0.724888069847495
0.005128198706574696,0.021857933541098305,0.7244939068932916
0.005128198706574696,0.024102397177286745,0.7240589739978534
0.005128198706574696,0.02657733168597099,0.7235790219139391
0.005128198706574696,0.0293064027760592,0.7230493518501746
0.005128198706574696,0.032315706249998286,0.7224647665782287
0.005128198706574696,0.035634017535897816,0.721819515971945
0.005128198706574696,0.03929306684265152,0.7211072363032903
0.005128198706574696,0.04332784256913226,0.7203208825336697
0.005128198706574696,0.04777692586870702,0.7194526527420939
0.005128198706574696,0.05268285956822887,0.7184939037232608
0.005128198706574696,0.058092554969168,0.7174350566681462
0.005128198706574696,0.06405774042077604,0.7162654917071661
0.005128198706574696,0.07063545595461176,0.714973429951876
0.005128198706574696,0.0778885987101986,0.7135458015173419
0.005128198706574696,0.08588652436726103,0.7119680978470552
0.005128198706574696,0.09470571033552629,0.7102242065016501
0.005128198706574696,0.10443048704361778,0.7082962264214525
0.005128198706574696,0.11515384431973616,0.7061642615462437
0.005128198706574696,0.12697832057486735,0.70380619059679
0.005128198706574696,0.1400169832910249,0.7011974108257681
0.005128198706574696,0.15439451019010794,0.6983105536810259
0.005128198706574696,0.17024838142167958,0.6951151706636505
0.005128198706574696,0.18773019416955106,0.6915773883098083
0.005128198706574696,0.20700711224764404,0.6876595323233783
0.005128198706574696,0.22826346454639249,0.6833197226371108
0.005128198706574696,0.2517025076142773,0.6785114438598848
0.005128198706574696,0.27754836922857257,0.6731830995513979
0.005128198706574696,0.30604819154002944,0.6672775645523858
0.005128198706574696,0.33747449428458043,0.6607317578387328
0.005128198706574696,0.3721277806594627,0.6534762698844631
0.005128198706574696,0.4103394107815527,0.6454350943087074
0.005128198706574696,0.452474770204368,0.6365255347767275
0.005128198706574696,0.4989367637915896,0.626658385864735
0.005128198706574696,0.5501696683560663,0.6157385217554576
0.005128198706574696,0.6066633809038353,0.6036660692821229
0.005128198706574696,0.6689581031055287,0.5903383903429348
0.005128198706574696,0.7376495067888118,0.5756531482396733
0.005128198706574696,0.8133944298450944,0.559512772895593
0.005128198706574696,0.8969171570156615,0.5418306529314254
0.005128198706574696,0.9890163456150802,0.5225393390332529
0.005128198706574696,1.0905726624167222,0.5016009013060481
0.005128198706574696,1.202557204725499,0.4790192921213201
0.005128198706574696,1.326040786161403,0.454854076290086
0.005128198706574696,1.4622041759459834,0.42923418179144485
0.005128198706574696,1.6123493896013783,0.4023694486581361
0.005128198706574696,1.7779121390253618,0.37455688836985024
0.005128198706574696,1.9604755609919151,0.34617804828910104
0.005128198706574696,2.1617853553514332,0.31768416427196167
0.005128198706574696,2.383766477684335,0.2895672937542326
0.005128198706574696,2.6285415460258905,0.26231842024659646
0.005128198706574696,2.8984511376701696,0.23637701693600002
0.005128198706574696,3.196076170134371,0.21207941941180342
0.005128198706574696,3.524262580293734,0.18961389375901208
0.005128198706574696,3.8861485376728284,0.16898725397336786
0.005128198706574696,4.285194452110869,0.15000138650956973
0.005128198706574696,4.725216062739121,0.13223051980434514
0.005128198706574696,5.210420924672218,0.11498947508223646
0.005128198706574696,5.745448642304964,0.09731515515933954
0.005128198706574696,6.335415233931533,0.07811663029779123
0.005128198706574696,6.985962051908501,0.056925359824464596
0.005128198706574696,7.703309726144006,0.03546168223352484
0.005128198706574696,8.494317646728895,0.017917105735604174
0.005128198706574696,9.366549554492254,0.0072506031550751285
0.005128198706574696,10.328345866668178,0.002408212209512016
0.005128198706574696,11.388903429263332,0.0006754632184923576
0.005128198706574696,12.55836345872954,0.00016211283231789517
0.005128198706574696,13.84790851385372,3.3210683974177665e-05
0.005128198706574696,15.269869425125075,5.7575425810964395e-06
0.005128198706574696,16.837843204055186,8.313651456753917e-07
0.005128198706574696,18.566823059917873,9.821414709861409e-08
0.005128198706574696,20.47334176714956,2.4533705573196524e-17
0.005128198706574696,22.57562975431104,2.279903709737389e-17
