,AS,AU,CS,CAS
AS,58.99999999999982,5.3999999999998956,58.99999999999982,8.599999999999826
AU,48.63999999999983,27.19999999999986,47.35999999999986,27.19999999999986
CS,58.99999999999982,16.599999999999653,58.99999999999982,26.64444444444425
CAS,101.76531580048157,27.19999999999986,61.63060534655384,27.19999999999986
