,AS,AU,CS,CAS
AS,58.99999999999982,5.3999999999998956,58.99999999999982,8.599999999999826
AU,109.4399999999996,61.199999999999676,106.5599999999997,61.199999999999676
CS,58.99999999999982,16.599999999999653,58.99999999999982,33.79259259259233
CAS,108.96088596674679,61.199999999999676,86.75324903924023,61.199999999999676
