prize,p_max,L_CAS_to_AS,L_CAS_to_CS,L_guard,window_lo,window_hi,window_width,barrier_ratio,L_CAS_to_AS_over_B,L_CAS_to_CS_over_B,L_guard_over_B
10.0,0.1,6.149448718154983,1.3823711551269957,1.4666666666666666,1.4666666666666666,6.149448718154983,4.1928059441965795,4.448478757204715,0.6149448718154983,0.13823711551269957,0.14666666666666667
10.0,0.3,5.64834615446495,0.8912995118926121,1.2631578947368416,1.2631578947368416,5.64834615446495,4.471607372284754,6.337203239875093,0.564834615446495,0.08912995118926122,0.12631578947368416
10.0,0.6,4.896692308929902,0.15469204704103706,0.9578947368421052,0.9578947368421052,4.896692308929902,5.111931531300447,31.654454140301706,0.4896692308929902,0.015469204704103706,0.09578947368421052
10.0,0.9,4.145038463394856,-0.5819154178105365,0.6526315789473683,0.6526315789473683,4.145038463394856,6.3512686132663125,-7.123094416351111,0.4145038463394856,-0.058191541781053645,0.06526315789473683
20.0,0.1,11.01738619022075,1.8741987563742906,1.966666666666667,1.966666666666667,11.01738619022075,5.602060774688516,5.878451339672376,0.5508693095110375,0.09370993781871453,0.09833333333333336
20.0,0.3,10.252158570662273,1.2039916179600811,1.7105263157894737,1.7105263157894737,10.252158570662273,5.993569625925637,8.515141150261885,0.5126079285331137,0.060199580898004056,0.08552631578947369
20.0,0.6,9.104317141324554,0.19868091033876684,1.3263157894736834,1.3263157894736834,9.104317141324554,6.864366098617723,45.82381430506315,0.4552158570662277,0.009934045516938342,0.06631578947368418
20.0,0.9,7.956475711986833,-0.806629797282546,0.9421052631578952,0.9421052631578952,7.956475711986833,8.445421146801662,-9.863850478610377,0.3978237855993417,-0.0403314898641273,0.04710526315789476
50.0,0.1,25.62119860641808,3.3496815601161805,3.466666666666667,3.466666666666667,25.62119860641808,7.390730367235984,7.64884606091614,0.5124239721283615,0.06699363120232361,0.06933333333333333
50.0,0.3,24.063595819254257,2.1420679361624915,3.0526315789473677,3.0526315789473677,24.063595819254257,7.882902078721224,11.233815423410014,0.48127191638508515,0.04284135872324983,0.06105263157894735
50.0,0.6,21.727191638508504,0.3306475002319576,2.431578947368421,2.431578947368421,21.727191638508504,8.935425132719947,65.71104158738937,0.43454383277017006,0.006612950004639152,0.04863157894736842
50.0,0.9,19.39078745776277,-1.4807729356985748,1.8105263157894727,1.8105263157894727,19.39078745776277,10.710027956322467,-13.095044480006585,0.3878157491552554,-0.029615458713971497,0.03621052631578945
100.0,0.1,49.96088596674697,5.808819566352656,5.966666666666667,5.966666666666667,49.96088596674697,8.373332843588878,8.600867249542972,0.4996088596674697,0.05808819566352656,0.059666666666666666
100.0,0.3,47.082657900240875,3.7055284664998402,5.2894736842105265,5.2894736842105265,47.082657900240875,8.901199006015688,12.706057536973695,0.47082657900240876,0.037055284664998404,0.052894736842105265
100.0,0.6,42.76531580048176,0.5505918167206086,4.273684210526316,4.273684210526316,42.76531580048176,10.006662564152135,77.67154269599781,0.42765315800481757,0.005505918167206086,0.042736842105263156
100.0,0.9,38.44797370072266,-2.6043448330586227,3.2578947368421045,3.2578947368421045,38.44797370072266,11.801478195698397,-14.7630118764143,0.38447973700722665,-0.02604344833058623,0.03257894736842105
200.0,0.1,98.64026068740473,10.727095578825615,10.966666666666663,10.966666666666663,98.64026068740473,8.99455264626791,9.19543039050685,0.4932013034370237,0.05363547789412808,0.05483333333333332
200.0,0.3,93.12078206221416,6.8324495271745365,9.76315789473684,9.76315789473684,93.12078206221416,9.537977677531371,13.629194287033826,0.4656039103110708,0.03416224763587268,0.0488157894736842
200.0,0.6,84.84156412442827,0.9904804496979108,7.957894736842103,7.957894736842103,84.84156412442827,10.661307661138476,85.65698005478485,0.42420782062214135,0.004952402248489554,0.03978947368421051
200.0,0.9,76.56234618664246,-4.85148862777872,6.152631578947369,6.152631578947369,76.56234618664246,12.443837275844368,-15.781206978052206,0.3828117309332123,-0.0242574431388936,0.030763157894736843
400.0,0.1,195.99901012872022,20.56364760377155,20.96666666666666,20.96666666666666,195.99901012872022,9.348124489446118,9.53133480524984,0.4899975253218005,0.05140911900942888,0.05241666666666665
400.0,0.3,185.19703038616063,13.08629164852393,18.71052631578947,18.71052631578947,185.19703038616063,9.8980128757723,14.151987083907759,0.4629925759654016,0.03271572912130983,0.04677631578947367
400.0,0.6,168.9940607723213,1.870257715652509,15.32631578947368,15.32631578947368,168.9940607723213,11.02639819599624,90.35870263118332,0.4224851519308032,0.004675644289131272,0.0383157894736842
400.0,0.9,152.79109115848198,-9.345776217218901,11.942105263157897,11.942105263157897,152.79109115848198,12.794317902208713,-16.34867854817406,0.38197772789620493,-0.023364440543047253,0.029855263157894742
