effective_liability,unsafe_decreasing,unsafe_increasing,z_decreasing,z_increasing
0.2,0.0,0.0,0.0002847170692014293,0.0002847170692014293
0.7657142857142858,0.0,0.0,0.0002847170692014293,0.0002847170692014293
1.3314285714285714,0.0,0.0,0.0002847170692014293,0.0002847170692014293
1.897142857142857,0.0,0.0,0.0002847170692014293,0.0002847170692014293
2.462857142857143,0.0,0.0,0.0002847170692014293,0.0002847170692014293
3.028571428571429,0.0,0.0,0.0002847170692014293,0.0002847170692014293
3.5942857142857143,0.0,0.0,0.0002847170692014293,0.0002847170692014293
4.16,0.0,0.0,0.0002847170692014293,0.0002847170692014293
4.725714285714286,0.0,0.0,0.0002847170692014293,0.0002847170692014293
5.291428571428572,0.0,0.0,0.0002847170692014293,0.0002847170692014293
5.857142857142858,0.0,0.0,0.0002847170692014293,0.0002847170692014293
6.4228571428571435,0.0,0.0,0.0002847170692014293,0.0002847170692014293
6.988571428571428,0.0,0.0,0.0002847170692014293,0.0002847170692014293
7.554285714285714,0.0,0.0,0.0002847170692014293,0.0002847170692014293
8.12,0.0,0.0,0.0002847170692014293,0.0002847170692014293
8.685714285714285,0.0,0.0,0.0002847170692014293,0.0002847170692014293
9.251428571428571,0.0,0.0,0.0002847170692014293,0.0002847170692014293
9.817142857142857,0.0,0.0,0.0002847170692014293,0.0002847170692014293
10.382857142857143,0.0,0.0,0.0002847170692014293,0.0002847170692014293
10.948571428571428,0.0,0.0,0.0002847170692014293,0.0002847170692014293
11.514285714285714,0.0,0.0,0.0002847170692014293,0.0002847170692014293
12.08,0.0,0.0,0.0002847170692014293,0.0002847170692014293
12.645714285714286,0.0,0.0,0.0002847170692014293,0.0002847170692014293
13.211428571428572,0.0,0.0,0.0002847170692014293,0.0002847170692014293
13.777142857142856,0.0,0.0,0.0002847170692014293,0.0002847170692014293
14.342857142857142,0.0,0.0,0.0002847170692014293,0.0002847170692014293
14.908571428571427,0.0,0.0,0.0002847170692014293,0.0002847170692014293
15.474285714285713,0.0,0.0,0.0002847170692014293,0.0002847170692014293
16.04,0.0,0.0,0.0002847170692014293,0.0002847170692014293
16.605714285714285,0.0,0.0,0.0002847170692014293,0.0002847170692014293
17.17142857142857,0.0,0.0,0.0002847170692014293,0.0002847170692014293
17.737142857142857,0.0,0.0,0.0002847170692014293,0.0002847170692014293
18.302857142857142,0.0,0.0,0.0002847170692014293,0.0002847170692014293
18.86857142857143,0.0,0.0,0.0002847170692014293,0.0002847170692014293
19.434285714285714,0.0,0.0,0.0002847170692014293,0.0002847170692014293
20.0,4.255001677895791e-33,0.0,0.0002847170692014293,0.0002847170692014293
